Year,Species,REGION NO. 57 - INDIAN OCEAN EAST - Andhra- Pradesh,REGION NO. 57 - INDIAN OCEAN EAST - Orissa,REGION NO. 57 - INDIAN OCEAN EAST - Tamil Nadu,REGION NO. 57 - INDIAN OCEAN EAST - West Bengal,REGION NO. 57 - INDIAN OCEAN EAST - Andaman & Nicobar,REGION NO. 57 - INDIAN OCEAN EAST - Pondi- cherry,REGION NO. 57 - INDIAN OCEAN EAST - Total,REGION NO. 51 - INDIAN OCEAN WEST - Gujarat,REGION NO. 51 - INDIAN OCEAN WEST - Karnataka,REGION NO. 51 - INDIAN OCEAN WEST - Kerala,REGION NO. 51 - INDIAN OCEAN WEST - Maharashtra,REGION NO. 51 - INDIAN OCEAN WEST - Goa,REGION NO. 51 - INDIAN OCEAN WEST - Lakshadweep,REGION NO. 51 - INDIAN OCEAN WEST - Daman & Diu,REGION NO. 51 - INDIAN OCEAN WEST - Total,Total for India,Sl. No.,REGION NO. 57 - INDIAN OCEAN EAST - A.P.,REGION NO. 57 - INDIAN OCEAN EAST - T.N.,REGION NO. 57 - INDIAN OCEAN EAST - W.B.,REGION NO. 57 - INDIAN OCEAN EAST - A & N Islands,REGION NO. 57 - INDIAN OCEAN EAST - Puducherry
2011,Decapods - (c) Other Crust Crab,,,,,,,7801,0.0,,,288.0,,,15.0,303,8104,44,7801.0,0.0,0.0,0.0,
2011,Natanian Decapods,,,,,,,20,0.0,1139.0,4514.0,,1236.0,,14.0,6903,6923,45,20.0,0.0,0.0,0.0,
2011,Marine Crust Crab,,2027.0,,,,,32378,32493.0,16192.0,14054.0,1956.0,1012.0,,190.0,65897,98275,46,475.0,28890.0,263.0,723.0,
2011,Cephalopods - (a) Squid & Cuttle Fish,,1613.0,,,,,12835,663.0,,,11223.0,49.0,,520.0,12455,25290,47,4613.0,6572.0,20.0,17.0,
2011,Cephalopods - (b) Other Molluscs,,16.0,,,,,2642,6109.0,,,,,,0.0,6109,8751,48,1329.0,0.0,0.0,0.0,1297.0
2011,Thunnus albacares (Yellowfin tuna),,,,,,,1859,,14.0,,,,5630.0,41.0,5685,7544,49,1603.0,,160.0,96.0,
2011,Thunnus obesus (Bigeye tuna),,,,,,,1109,,28.0,,,,,87.0,115,1224,50,1109.0,,,0.0,
2011,Istiophorus platypterus (Indo-Pacific sailfish),,,,,,,34,,,,,,,,0,34,51,34.0,,,,
2011,Xiphias gladius (Swordfish),,,,,,,165,,2.0,,,,,,2,167,52,9.0,,,156.0,
2011,Panaeus monodon (Giant tiger prawn),,,,,,,8068,,32.0,,,,,,32,8100,53,8068.0,,,,
2011,Panaeus spp (Panaeus shrimps nei),,,,,,,20589,,,,,,,,0,20589,54,20589.0,,,,
2011,Euphausia superba (Antarctic Krill),,,,,,,0,,18191.0,,,,,,18191,18191,55,0.0,,,,
2011,Crustacea (Marine crustaceans),,,,,,,2014,,,,,,,,0,2014,56,0.0,683.0,,,1331.0
2011,Rana spp (Frogs),,,,,,,18,,,,,,,,0,18,57,18.0,,,,
2011,Ascidiacea (Sea squirts),,,,,,,9,,55271.0,,,6605.0,,,61876,61885,58,9.0,,,,
2011,Unspecified,,,,,,,34548,,,,9015.0,,,,9015,43563,59,20353.0,256.0,0.0,2990.0,10949.0
2011,Deep Sea Fishing Sector @,,,,,,,1372,,,,,,,,0,1372,60,1372.0,,,,
2011,Misc.,,,,,,,43289,,,,,,,,0,43289,61,0.0,43289.0,,,
2011,Total,,118389.0,,,,,1115478,647233.0,347379.0,553601.0,433684.0,86205.0,13145.0,21931.0,2103178,3218656,Total,315412.0,426735.0,180201.0,34680.0,40061.0
2012,"Catfishes (Wallago attu, pangasius )",,,,,,,0,,,,,,,,0,0,1,,,,,
2012,Hilsa Ilisha (Tenualosa),,2556.0,,,,,14171,1714.0,,,1432.0,,,513.0,3659,17830,2,2758.0,,8510.0,314.0,33.0
2012,Flat Fish,,1535.0,,,,,6099,11508.0,8419.0,,6690.0,3683.0,,129.0,30429,36528,3,3498.0,,0.0,39.0,1027.0
2012,Bregmaceros,,,,,,,2829,0.0,,,973.0,,,,973,3802,4,233.0,2234.0,0.0,0.0,362.0
2012,Harpodon Neherus,,1345.0,,,,,12707,99172.0,,,75437.0,,,505.0,175114,187821,5,1547.0,0.0,9505.0,0.0,310.0
2012,Sea Catfishes,,5156.0,,,,,41134,24971.0,3181.0,179.0,14957.0,364.0,,1394.0,45046,86180,6,13782.0,4468.0,16745.0,203.0,780.0
2012,Lizard Fishes,,,,,,,5110,0.0,8239.0,,1212.0,,,14.0,9465,14575,7,3414.0,1202.0,0.0,11.0,483.0
2012,Muraenesox spp.. (Eels),,1540.0,,,,,5267,4843.0,673.0,166.0,2831.0,,,38.0,8551,13818,8,3441.0,0.0,109.0,0.0,177.0
2012,Lactarius (Parava),,,,,,,2013,0.0,1265.0,3381.0,2729.0,,,0.0,7375,9388,9,826.0,202.0,0.0,524.0,461.0
2012,Leiognathus (Silver Bellies),,2634.0,,,,,47180,0.0,6819.0,5144.0,941.0,1146.0,,58.0,14108,61288,10,5717.0,34285.0,93.0,3190.0,1261.0
2012,Sciaenidae (Croackers),,7981.0,,,,,56337,186998.0,2807.0,8620.0,18138.0,1629.0,,2955.0,221147,277484,11,15252.0,13663.0,17876.0,1014.0,551.0
2012,Upeneus spp.. (Goat Fish),,0.0,,,,,20889,0.0,,,14362.0,1764.0,80.0,0.0,16206,37095,12,4553.0,15275.0,133.0,13.0,915.0
2012,Lates Sp. Lutjanus (Perches),,5142.0,,,,,61246,13649.0,8710.0,29376.0,283.0,,290.0,1285.0,53593,114839,13,12496.0,27844.0,10248.0,4092.0,1424.0
2012,Hemirhamphus spp.. (Half Beaks),,,,,,,4519,0.0,1139.0,,465.0,,,23.0,1627,6146,14,1235.0,2621.0,110.0,244.0,309.0
2012,Exocoetus (Flying Fish),,,,,,,4886,0.0,136.0,,,,171.0,4.0,311,5197,15,187.0,4210.0,0.0,0.0,489.0
2012,Sphyraena spp. (Barracudas),,,,,,,8038,0.0,2452.0,2025.0,,160.0,25.0,10.0,4672,12710,16,1027.0,3417.0,0.0,2916.0,678.0
2012,Mugilidae (Mullets),,4337.0,,,,,32929,5799.0,2941.0,1614.0,320.0,226.0,,127.0,11027,43956,17,13538.0,2750.0,9435.0,1964.0,905.0
2012,Polynemidae (Indian Salmon),,,,,,,7906,2242.0,43351.0,66.0,1743.0,,,362.0,47764,55670,18,4843.0,2019.0,321.0,311.0,412.0
2012,Caranax spp.. (Kala Bangada),,,,,,,18743,0.0,17417.0,26614.0,5336.0,,,392.0,49759,68502,19,1126.0,14654.0,1514.0,0.0,1449.0
2012,Trachinotus spp..,,,,,,,1730,0.0,,,,,,251.0,251,1981,20,699.0,1031.0,0.0,0.0,0.0
2012,Carangidae (Bangada),,4673.0,,,,,18114,7153.0,9492.0,19852.0,,237.0,,1037.0,37771,55885,21,3225.0,0.0,6157.0,3618.0,441.0
2012,Stromatidae (Butter Fish),,5689.0,,,,,35815,0.0,785.0,9381.0,12559.0,656.0,,1051.0,24432,60247,22,17968.0,2234.0,9924.0,0.0,
2012,Sardinella Indian Oil Sardine,,5816.0,,,,,82924,0.0,93107.0,149659.0,46197.0,32315.0,,87.0,321365,404289,23,22227.0,50181.0,3139.0,0.0,1561.0
2012,Engraulidae (Anchovies),,2703.0,,,,,46786,11230.0,2508.0,32333.0,18836.0,50.0,,2589.0,67546,114332,24,14327.0,17633.0,8593.0,2950.0,580.0
2012,Other Clupeids,,10182.0,,,,,64360,11324.0,6535.0,14491.0,2115.0,2925.0,,413.0,37803,102163,25,17269.0,24962.0,7689.0,3461.0,797.0
2012,Chirocentrus spp.,,1674.0,,,,,21251,5021.0,485.0,246.0,2814.0,98.0,,248.0,8912,30163,26,955.0,18242.0,0.0,0.0,380.0
2012,Wahoo,,,,,,,18,0.0,,,,174.0,111.0,0.0,285,303,27,18.0,0.0,0.0,,
2012,Spanish Mackerels,,,,,,,5433,0.0,2573.0,,,,,511.0,3084,8517,28,5433.0,,0.0,,
2012,King Mackerel (Indo-Pacific),,,,,,,15201,0.0,,44237.0,,,,232.0,44469,59670,29,2699.0,12502.0,0.0,,
2012,Struooed Seerfish (Thazard Cirrus),,,,,,,78,0.0,,,6315.0,,,0.0,6315,6393,30,78.0,0.0,0.0,,
2012,Seer Fish Scomberomorus spp.,,3571.0,,,,,28279,9634.0,305.0,2477.0,2072.0,1616.0,,163.0,16267,44546,31,9600.0,11690.0,853.0,870.0,1695.0
2012,Auxis Thazard Firgate & Bullet Tuna,,,,,,,14449,0.0,,,3189.0,,102.0,301.0,3592,18041,32,12705.0,,,,1744.0
2012,Euthynnus Affinis (Kawa Kawa),,692.0,,,,,2761,0.0,378.0,,,,312.0,208.0,898,3659,33,2069.0,,,0.0,
2012,Katsuwonus Pelamis (Skipjack Tuna),,,,,,,2063,0.0,,,,,5100.0,49.0,5149,7212,34,2003.0,,,60.0,
2012,Thunnus Tonggol (Long Tail Tuna),,,,,,,1122,0.0,,11950.0,,,,109.0,12059,13181,35,1122.0,,,0.0,
2012,Istiophoridae (Marlin Sailfish),,,,,,,631,0.0,381.0,,,,,21.0,402,1033,36,232.0,,,399.0,
2012,Scombridae (Tuna Like Fishes),,1514.0,,,,,13366,0.0,257.0,,,2621.0,,44.0,2922,16288,37,2324.0,7264.0,0.0,2264.0,
2012,Trichiuridae (Hair Tails),,4296.0,,,,,26435,39061.0,10893.0,,27779.0,644.0,,4086.0,82463,108898,38,12253.0,8571.0,1315.0,0.0,
2012,Rastelliger Ranagueta Indian Macker,,,,,,,39586,0.0,17089.0,,13034.0,17860.0,,350.0,48333,87919,39,29407.0,0.0,8094.0,0.0,2085.0
2012,"Elasmobranches (Shark, Rays, Skates)",,3460.0,,,,,53652,8770.0,1454.0,2887.0,7572.0,278.0,659.0,485.0,22105,75757,40,21452.0,17830.0,6724.0,3298.0,888.0
2012,Other Marine Fishes,,14277.0,,,,,100826,164593.0,9848.0,111328.0,33624.0,,828.0,0.0,320221,421047,41,52136.0,23913.0,10500.0,0.0,
2012,Decapods - (a) Penaeid Prawn,,8554.0,,,,,76700,8789.0,4144.0,45089.0,42046.0,,,460.0,100528,177228,42,25903.0,32309.0,7328.0,526.0,2080.0
2012,Decapods - (b) Non-Penaeid Prawn,,4152.0,,,,,43308,40867.0,10474.0,1664.0,58493.0,8968.0,,139.0,120605,163913,43,27161.0,8636.0,2562.0,187.0,610.0
2012,Decapods - (c) Other Crust Crab,,,,,,,1879,4717.0,1901.0,385.0,591.0,,,15.0,7609,9488,44,1879.0,,0.0,0.0,
2012,Natanian Decapods,,,,,,,1027,0.0,,,,12.0,,14.0,26,1053,45,1027.0,0.0,0.0,0.0,
2012,Marine Crust Crab,,1859.0,,,,,32034,0.0,,4466.0,3110.0,1160.0,,186.0,8922,40956,46,184.0,29087.0,163.0,741.0,
2012,Cephalopods - (a) Squid & Cuttle Fish,,1057.0,,,,,14388,26685.0,24388.0,13814.0,15880.0,1180.0,,509.0,82456,96844,47,2680.0,10616.0,18.0,17.0,
2012,Cephalopods - (b) Other Molluscs,,77.0,,,,,1428,797.0,355.0,,,6.0,,0.0,1158,2586,48,155.0,0.0,0.0,0.0,1196.0
2012,Thunnus albacares (Yellowfin tuna),,,,,,,12788,3639.0,,,,,5578.0,40.0,9257,22045,49,12611.0,,96.0,81.0,
2012,Thunnus obesus (Bigeye tuna),,,,,,,10089,,1160.0,,,,,85.0,1245,11334,50,10087.0,,,2.0,
2012,Istiophorus platypterus (Indo-Pacific sailfish),,,,,,,33,,,,,,,,0,33,51,33.0,,,,
2012,Xiphias gladius (Swordfish),,,,,,,184,,,,,,,,0,184,52,9.0,,,175.0,
2012,Panaeus monodon (Giant tiger prawn),,,,,,,1278,,0.0,,,,,,0,1278,53,1278.0,,,,
2012,Panaeus spp (Panaeus shrimps nei),,,,,,,840,,0.0,,,,,,0,840,54,840.0,,,,
2012,Euphausia superba (Antarctic Krill),,,,,,,539,,26523.0,,,,,,26523,27062,55,539.0,,,,
2012,Crustacea (Marine crustaceans),,1.0,,,,,5439,,494.0,,,,,,494,5933,56,3165.0,687.0,,,1586.0
2012,Rana spp (Frogs),,,,,,,0,,,,,,,,0,0,57,0.0,,,,
2012,Ascidiacea (Sea squirts),,,,,,,6,,,,,,,,0,6,58,6.0,,,,
2012,Unspecified,,,,,,,18997,,22556.0,,16507.0,6856.0,,,45919,64916,59,14917.0,258.0,0.0,2974.0,848.0
2012,Deep Sea Fishing Sector @,,,,,,,1616,,,,,,,,0,1616,60,1616.0,,,,
2012,Misc.,,,,,,,23151,,,,,,,,0,23151,61,,23151.0,,,
2012,Total,,106473.0,,,,,1172607,693176.0,355634.0,541444.0,460582.0,86628.0,13256.0,21492.0,2172212,3344819,Total,423764.0,429641.0,147754.0,36458.0,28517.0
